"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02937V03552","Sector","UNIT","VALUE"
"NAQ06C02","GVA at Constant Basic Prices","20112","2011Q2","-","All sectors","Euro Million","57581"
"NAQ06C02","GVA at Constant Basic Prices","20112","2011Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","14783"
"NAQ06C02","GVA at Constant Basic Prices","20112","2011Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43607"
"NAQ06C02","GVA at Constant Basic Prices","20113","2011Q3","-","All sectors","Euro Million","55906"
"NAQ06C02","GVA at Constant Basic Prices","20113","2011Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","13084"
"NAQ06C02","GVA at Constant Basic Prices","20113","2011Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43550"
"NAQ06C02","GVA at Constant Basic Prices","20114","2011Q4","-","All sectors","Euro Million","57077"
"NAQ06C02","GVA at Constant Basic Prices","20114","2011Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","13820"
"NAQ06C02","GVA at Constant Basic Prices","20114","2011Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","44020"
"NAQ06C02","GVA at Constant Basic Prices","20121","2012Q1","-","All sectors","Euro Million","55022"
"NAQ06C02","GVA at Constant Basic Prices","20121","2012Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","15077"
"NAQ06C02","GVA at Constant Basic Prices","20121","2012Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","40648"
"NAQ06C02","GVA at Constant Basic Prices","20122","2012Q2","-","All sectors","Euro Million","55291"
"NAQ06C02","GVA at Constant Basic Prices","20122","2012Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","14480"
"NAQ06C02","GVA at Constant Basic Prices","20122","2012Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41537"
"NAQ06C02","GVA at Constant Basic Prices","20123","2012Q3","-","All sectors","Euro Million","54065"
"NAQ06C02","GVA at Constant Basic Prices","20123","2012Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","12996"
"NAQ06C02","GVA at Constant Basic Prices","20123","2012Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41810"
"NAQ06C02","GVA at Constant Basic Prices","20124","2012Q4","-","All sectors","Euro Million","55063"
"NAQ06C02","GVA at Constant Basic Prices","20124","2012Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","12630"
"NAQ06C02","GVA at Constant Basic Prices","20124","2012Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43205"
"NAQ06C02","GVA at Constant Basic Prices","20131","2013Q1","-","All sectors","Euro Million","53741"
"NAQ06C02","GVA at Constant Basic Prices","20131","2013Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","13707"
"NAQ06C02","GVA at Constant Basic Prices","20131","2013Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","40760"
"NAQ06C02","GVA at Constant Basic Prices","20132","2013Q2","-","All sectors","Euro Million","55932"
"NAQ06C02","GVA at Constant Basic Prices","20132","2013Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","13820"
"NAQ06C02","GVA at Constant Basic Prices","20132","2013Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42856"
"NAQ06C02","GVA at Constant Basic Prices","20133","2013Q3","-","All sectors","Euro Million","56612"
"NAQ06C02","GVA at Constant Basic Prices","20133","2013Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","12976"
"NAQ06C02","GVA at Constant Basic Prices","20133","2013Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","44364"
"NAQ06C02","GVA at Constant Basic Prices","20134","2013Q4","-","All sectors","Euro Million","57944"
"NAQ06C02","GVA at Constant Basic Prices","20134","2013Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","13382"
"NAQ06C02","GVA at Constant Basic Prices","20134","2013Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","45308"
"NAQ06C02","GVA at Constant Basic Prices","20141","2014Q1","-","All sectors","Euro Million","58258"
"NAQ06C02","GVA at Constant Basic Prices","20141","2014Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","15116"
"NAQ06C02","GVA at Constant Basic Prices","20141","2014Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43927"
"NAQ06C02","GVA at Constant Basic Prices","20142","2014Q2","-","All sectors","Euro Million","61804"
"NAQ06C02","GVA at Constant Basic Prices","20142","2014Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","16930"
"NAQ06C02","GVA at Constant Basic Prices","20142","2014Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","45722"
"NAQ06C02","GVA at Constant Basic Prices","20143","2014Q3","-","All sectors","Euro Million","60880"
"NAQ06C02","GVA at Constant Basic Prices","20143","2014Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","14230"
"NAQ06C02","GVA at Constant Basic Prices","20143","2014Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47442"
"NAQ06C02","GVA at Constant Basic Prices","20144","2014Q4","-","All sectors","Euro Million","62643"
"NAQ06C02","GVA at Constant Basic Prices","20144","2014Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","15611"
"NAQ06C02","GVA at Constant Basic Prices","20144","2014Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47864"
"NAQ06C02","GVA at Constant Basic Prices","20151","2015Q1","-","All sectors","Euro Million","75470"
"NAQ06C02","GVA at Constant Basic Prices","20151","2015Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","30605"
"NAQ06C02","GVA at Constant Basic Prices","20151","2015Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46527"
"NAQ06C02","GVA at Constant Basic Prices","20152","2015Q2","-","All sectors","Euro Million","71964"
"NAQ06C02","GVA at Constant Basic Prices","20152","2015Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","25618"
"NAQ06C02","GVA at Constant Basic Prices","20152","2015Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47726"
"NAQ06C02","GVA at Constant Basic Prices","20153","2015Q3","-","All sectors","Euro Million","73842"
"NAQ06C02","GVA at Constant Basic Prices","20153","2015Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","25537"
"NAQ06C02","GVA at Constant Basic Prices","20153","2015Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","49680"
"NAQ06C02","GVA at Constant Basic Prices","20154","2015Q4","-","All sectors","Euro Million","77115"
"NAQ06C02","GVA at Constant Basic Prices","20154","2015Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","28647"
"NAQ06C02","GVA at Constant Basic Prices","20154","2015Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","50017"
"NAQ06C02","GVA at Constant Basic Prices","20161","2016Q1","-","All sectors","Euro Million","73809"
"NAQ06C02","GVA at Constant Basic Prices","20161","2016Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","27886"
"NAQ06C02","GVA at Constant Basic Prices","20161","2016Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47283"
"NAQ06C02","GVA at Constant Basic Prices","20162","2016Q2","-","All sectors","Euro Million","72976"
"NAQ06C02","GVA at Constant Basic Prices","20162","2016Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","25849"
"NAQ06C02","GVA at Constant Basic Prices","20162","2016Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","48818"
"NAQ06C02","GVA at Constant Basic Prices","20163","2016Q3","-","All sectors","Euro Million","71608"
"NAQ06C02","GVA at Constant Basic Prices","20163","2016Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","23478"
"NAQ06C02","GVA at Constant Basic Prices","20163","2016Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","50171"
"NAQ06C02","GVA at Constant Basic Prices","20164","2016Q4","-","All sectors","Euro Million","82928"
"NAQ06C02","GVA at Constant Basic Prices","20164","2016Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","34212"
"NAQ06C02","GVA at Constant Basic Prices","20164","2016Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","49663"
"NAQ06C02","GVA at Constant Basic Prices","20171","2017Q1","-","All sectors","Euro Million","76988"
"NAQ06C02","GVA at Constant Basic Prices","20171","2017Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","28209"
"NAQ06C02","GVA at Constant Basic Prices","20171","2017Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","50352"
"NAQ06C02","GVA at Constant Basic Prices","20172","2017Q2","-","All sectors","Euro Million","77412"
"NAQ06C02","GVA at Constant Basic Prices","20172","2017Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","27930"
"NAQ06C02","GVA at Constant Basic Prices","20172","2017Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","51116"
"NAQ06C02","GVA at Constant Basic Prices","20173","2017Q3","-","All sectors","Euro Million","82817"
"NAQ06C02","GVA at Constant Basic Prices","20173","2017Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","31488"
"NAQ06C02","GVA at Constant Basic Prices","20173","2017Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","52886"
"NAQ06C02","GVA at Constant Basic Prices","20174","2017Q4","-","All sectors","Euro Million","87366"
"NAQ06C02","GVA at Constant Basic Prices","20174","2017Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","35527"
"NAQ06C02","GVA at Constant Basic Prices","20174","2017Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","53208"
"NAQ06C02","GVA at Constant Basic Prices","20181","2018Q1","-","All sectors","Euro Million","84020"
"NAQ06C02","GVA at Constant Basic Prices","20181","2018Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","33728"
"NAQ06C02","GVA at Constant Basic Prices","20181","2018Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","51619"
"NAQ06C02","GVA at Constant Basic Prices","20182","2018Q2","-","All sectors","Euro Million","87939"
"NAQ06C02","GVA at Constant Basic Prices","20182","2018Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","35425"
"NAQ06C02","GVA at Constant Basic Prices","20182","2018Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","53885"
"NAQ06C02","GVA at Constant Basic Prices","20183","2018Q3","-","All sectors","Euro Million","90265"
"NAQ06C02","GVA at Constant Basic Prices","20183","2018Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","36169"
"NAQ06C02","GVA at Constant Basic Prices","20183","2018Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","55531"
"NAQ06C02","GVA at Constant Basic Prices","20184","2018Q4","-","All sectors","Euro Million","92699"
"NAQ06C02","GVA at Constant Basic Prices","20184","2018Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","37540"
"NAQ06C02","GVA at Constant Basic Prices","20184","2018Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","56576"
"NAQ06C02","GVA at Constant Basic Prices","20191","2019Q1","-","All sectors","Euro Million","87392"
"NAQ06C02","GVA at Constant Basic Prices","20191","2019Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","34443"
"NAQ06C02","GVA at Constant Basic Prices","20191","2019Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","54407"
"NAQ06C02","GVA at Constant Basic Prices","20192","2019Q2","-","All sectors","Euro Million","92527"
"NAQ06C02","GVA at Constant Basic Prices","20192","2019Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","37979"
"NAQ06C02","GVA at Constant Basic Prices","20192","2019Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","55904"
"NAQ06C02","GVA at Constant Basic Prices","20193","2019Q3","-","All sectors","Euro Million","95531"
"NAQ06C02","GVA at Constant Basic Prices","20193","2019Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","39277"
"NAQ06C02","GVA at Constant Basic Prices","20193","2019Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","57647"
