"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02937V03552","Sector","UNIT","VALUE"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20021","2002Q1","-","All sectors","Euro Million","45333"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20021","2002Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","9962"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20021","2002Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","35814"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20022","2002Q2","-","All sectors","Euro Million","46566"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20022","2002Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","10650"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20022","2002Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36211"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20023","2002Q3","-","All sectors","Euro Million","47019"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20023","2002Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","10849"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20023","2002Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36432"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20024","2002Q4","-","All sectors","Euro Million","46881"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20024","2002Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","10385"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20024","2002Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36922"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20031","2003Q1","-","All sectors","Euro Million","45993"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20031","2003Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","9746"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20031","2003Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36791"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20032","2003Q2","-","All sectors","Euro Million","46715"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20032","2003Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","10061"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20032","2003Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","37156"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20033","2003Q3","-","All sectors","Euro Million","46646"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20033","2003Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","9173"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20033","2003Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","38247"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20034","2003Q4","-","All sectors","Euro Million","48785"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20034","2003Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","10823"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20034","2003Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","38388"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20041","2004Q1","-","All sectors","Euro Million","48960"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20041","2004Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","10086"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20041","2004Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","39504"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20042","2004Q2","-","All sectors","Euro Million","49330"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20042","2004Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","10206"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20042","2004Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","39751"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20043","2004Q3","-","All sectors","Euro Million","48990"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20043","2004Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","9729"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20043","2004Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","39951"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20044","2004Q4","-","All sectors","Euro Million","50643"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20044","2004Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","10630"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20044","2004Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","40630"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20051","2005Q1","-","All sectors","Euro Million","51704"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20051","2005Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","11267"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20051","2005Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41039"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20052","2005Q2","-","All sectors","Euro Million","52006"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20052","2005Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","10771"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20052","2005Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41901"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20053","2005Q3","-","All sectors","Euro Million","52552"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20053","2005Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","10936"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20053","2005Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42283"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20054","2005Q4","-","All sectors","Euro Million","53767"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20054","2005Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","11491"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20054","2005Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42927"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20061","2006Q1","-","All sectors","Euro Million","53667"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20061","2006Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","10858"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20061","2006Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43457"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20062","2006Q2","-","All sectors","Euro Million","54922"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20062","2006Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","12136"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20062","2006Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43475"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20063","2006Q3","-","All sectors","Euro Million","55319"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20063","2006Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","12240"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20063","2006Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43773"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20064","2006Q4","-","All sectors","Euro Million","55736"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20064","2006Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","11706"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20064","2006Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","44713"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20071","2007Q1","-","All sectors","Euro Million","58629"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20071","2007Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","13331"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20071","2007Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46115"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20072","2007Q2","-","All sectors","Euro Million","58534"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20072","2007Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","12434"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20072","2007Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46814"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20073","2007Q3","-","All sectors","Euro Million","59235"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20073","2007Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","12399"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20073","2007Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47538"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20074","2007Q4","-","All sectors","Euro Million","60340"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20074","2007Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","13734"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20074","2007Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47449"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20081","2008Q1","-","All sectors","Euro Million","59003"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20081","2008Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","12451"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20081","2008Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47241"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20082","2008Q2","-","All sectors","Euro Million","58592"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20082","2008Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","12834"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20082","2008Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46518"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20083","2008Q3","-","All sectors","Euro Million","58405"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20083","2008Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","13463"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20083","2008Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","45807"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20084","2008Q4","-","All sectors","Euro Million","55399"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20084","2008Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","11586"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20084","2008Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","44444"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20091","2009Q1","-","All sectors","Euro Million","55040"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20091","2009Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","13273"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20091","2009Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42592"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20092","2009Q2","-","All sectors","Euro Million","55031"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20092","2009Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","13684"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20092","2009Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42211"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20093","2009Q3","-","All sectors","Euro Million","54008"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20093","2009Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","13202"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20093","2009Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41632"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20094","2009Q4","-","All sectors","Euro Million","52511"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20094","2009Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","12169"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20094","2009Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41081"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20101","2010Q1","-","All sectors","Euro Million","54921"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20101","2010Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","13708"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20101","2010Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42025"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20102","2010Q2","-","All sectors","Euro Million","54303"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20102","2010Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","13166"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20102","2010Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41951"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20103","2010Q3","-","All sectors","Euro Million","55282"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20103","2010Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","14062"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20103","2010Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42030"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20104","2010Q4","-","All sectors","Euro Million","56076"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20104","2010Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","14627"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20104","2010Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42262"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20111","2011Q1","-","All sectors","Euro Million","55464"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20111","2011Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","13121"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20111","2011Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43123"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20112","2011Q2","-","All sectors","Euro Million","57014"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20112","2011Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","14286"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20112","2011Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43566"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20113","2011Q3","-","All sectors","Euro Million","56513"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20113","2011Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","13948"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20113","2011Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43385"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20114","2011Q4","-","All sectors","Euro Million","56846"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20114","2011Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","14550"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20114","2011Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43143"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20121","2012Q1","-","All sectors","Euro Million","55324"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20121","2012Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","14309"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20121","2012Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41811"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20122","2012Q2","-","All sectors","Euro Million","54829"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20122","2012Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","14033"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20122","2012Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41587"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20123","2012Q3","-","All sectors","Euro Million","54621"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20123","2012Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","13919"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20123","2012Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41491"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20124","2012Q4","-","All sectors","Euro Million","54622"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20124","2012Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","13094"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20124","2012Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42329"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20131","2013Q1","-","All sectors","Euro Million","54299"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20131","2013Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","13076"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20131","2013Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41994"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20132","2013Q2","-","All sectors","Euro Million","55743"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20132","2013Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","13511"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20132","2013Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43026"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20133","2013Q3","-","All sectors","Euro Million","56928"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20133","2013Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","13909"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20133","2013Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43832"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20134","2013Q4","-","All sectors","Euro Million","57252"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20134","2013Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","13621"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20134","2013Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","44440"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20141","2014Q1","-","All sectors","Euro Million","58926"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20141","2014Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","14505"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20141","2014Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","45265"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20142","2014Q2","-","All sectors","Euro Million","61898"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20142","2014Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","16814"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20142","2014Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46010"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20143","2014Q3","-","All sectors","Euro Million","60995"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20143","2014Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","15161"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20143","2014Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46712"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20144","2014Q4","-","All sectors","Euro Million","61735"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20144","2014Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","15594"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20144","2014Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47035"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20151","2015Q1","-","All sectors","Euro Million","75917"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20151","2015Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","29655"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20151","2015Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47907"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20152","2015Q2","-","All sectors","Euro Million","72491"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20152","2015Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","25841"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20152","2015Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","48091"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20153","2015Q3","-","All sectors","Euro Million","74299"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20153","2015Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","26961"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20153","2015Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","48838"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20154","2015Q4","-","All sectors","Euro Million","75710"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20154","2015Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","28096"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20154","2015Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","49177"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20161","2016Q1","-","All sectors","Euro Million","74537"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20161","2016Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","27403"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20161","2016Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","48714"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20162","2016Q2","-","All sectors","Euro Million","73845"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20162","2016Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","26420"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20162","2016Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","49147"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20163","2016Q3","-","All sectors","Euro Million","71834"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20163","2016Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","24445"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20163","2016Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","49336"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20164","2016Q4","-","All sectors","Euro Million","81023"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20164","2016Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","33167"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20164","2016Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","48848"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20171","2017Q1","-","All sectors","Euro Million","78342"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20171","2017Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","28176"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20171","2017Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","51868"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20172","2017Q2","-","All sectors","Euro Million","78491"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20172","2017Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","28717"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20172","2017Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","51431"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20173","2017Q3","-","All sectors","Euro Million","82741"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20173","2017Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","32250"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20173","2017Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","52044"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20174","2017Q4","-","All sectors","Euro Million","85264"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","20174","2017Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","34439"
